gene_name,control_females_max_transcript_counts,control_males_max_transcript_counts,exposed_females_max_transcript_counts,exposed_males_max_transcript_counts,max_transcript_counts,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111134739,4,2,4,4,4,rna-XR_002639508.1,rna-XR_002639508.1,rna-XR_002639508.1,rna-XR_002639508.1
LOC111134740,1,1,1,1,1,rna-XM_022484077.1,rna-XM_022484077.1,rna-XM_022484077.1,rna-XM_022484077.1
LOC111134741,1,1,1,1,1,rna-XM_022484079.1,rna-XM_022484079.1,rna-XM_022484079.1,rna-XM_022484079.1
LOC111134742,1,1,1,1,1,rna-XM_022484080.1,rna-XM_022484080.1,rna-XM_022484080.1,rna-XM_022484080.1
LOC111134743,1,1,1,1,1,rna-XM_022484081.1,rna-XM_022484081.1,rna-XM_022484081.1,rna-XM_022484081.1
LOC111134744,2,1,2,2,2,rna-XM_022484083.1,rna-XM_022484083.1,rna-XM_022484082.1,rna-XM_022484082.1
LOC111134745,1,1,1,1,1,rna-XM_022484084.1,rna-XM_022484084.1,rna-XM_022484084.1,rna-XM_022484084.1
LOC111134746,1,1,1,1,1,rna-XM_022484085.1,rna-XM_022484085.1,rna-XM_022484085.1,rna-XM_022484085.1
LOC111134747,1,1,1,1,1,rna-XM_022484089.1,rna-XM_022484089.1,rna-XM_022484089.1,rna-XM_022484089.1
LOC111134748,1,1,1,1,1,rna-XM_022484086.1,rna-XM_022484086.1,rna-XM_022484086.1,rna-XM_022484086.1
LOC111134749,1,1,1,1,1,rna-XM_022484087.1,rna-XM_022484087.1,rna-XM_022484087.1,rna-XM_022484087.1
LOC111134750,1,1,1,1,1,rna-XM_022484088.1,rna-XM_022484088.1,rna-XM_022484088.1,rna-XM_022484088.1
LOC111134751,2,2,2,2,2,rna-XM_022484090.1,rna-XM_022484090.1,rna-XM_022484090.1,rna-XM_022484090.1
LOC111134752,2,2,1,2,2,rna-XM_022484092.1,rna-XM_022484092.1,rna-XM_022484092.1,rna-XM_022484092.1
LOC111134753,1,1,1,1,1,rna-XM_022484095.1,rna-XM_022484095.1,rna-XM_022484095.1,rna-XM_022484095.1
LOC111134754,1,1,1,1,1,rna-XM_022484096.1,rna-XM_022484096.1,rna-XM_022484096.1,rna-XM_022484096.1
LOC111134755,1,1,1,1,1,rna-XM_022484097.1,rna-XM_022484097.1,rna-XM_022484097.1,rna-XM_022484097.1
LOC111134756,1,1,1,1,1,rna-XM_022484101.1,rna-XM_022484101.1,rna-XM_022484101.1,rna-XM_022484101.1
LOC111134757,1,1,1,1,1,rna-XM_022484098.1,rna-XM_022484098.1,rna-XM_022484098.1,rna-XM_022484098.1
LOC111134758,1,1,1,1,1,rna-XM_022484099.1,rna-XM_022484099.1,rna-XM_022484099.1,rna-XM_022484099.1
LOC111134759,1,1,1,1,1,rna-XM_022484100.1,rna-XM_022484100.1,rna-XM_022484100.1,rna-XM_022484100.1
LOC111134760,1,1,1,1,1,rna-XM_022484102.1,rna-XM_022484102.1,rna-XM_022484102.1,rna-XM_022484102.1
LOC111134761,1,1,1,1,1,rna-XM_022484103.1,rna-XM_022484103.1,rna-XM_022484103.1,rna-XM_022484103.1
LOC111134762,1,1,1,1,1,rna-XM_022484104.1,rna-XM_022484104.1,rna-XM_022484104.1,rna-XM_022484104.1
LOC111134763,1,1,1,1,1,rna-XM_022484105.1,rna-XM_022484105.1,rna-XM_022484105.1,rna-XM_022484105.1
LOC111134764,1,1,1,1,1,rna-XR_002639515.1,rna-XR_002639515.1,rna-XR_002639515.1,rna-XR_002639515.1
LOC111134765,1,1,1,1,1,rna-XR_002639516.1,rna-XR_002639516.1,rna-XR_002639516.1,rna-XR_002639516.1
LOC111134766,3,2,3,3,3,rna-XM_022484106.1,rna-XM_022484106.1,rna-XM_022484106.1,rna-XM_022484107.1
LOC111134767,1,1,1,1,1,rna-XM_022484111.1,rna-XM_022484111.1,rna-XM_022484111.1,rna-XM_022484111.1
LOC111134768,1,1,1,1,1,rna-XM_022484109.1,rna-XM_022484109.1,rna-XM_022484109.1,rna-XM_022484109.1
LOC111134769,1,1,1,1,1,rna-XM_022484110.1,rna-XM_022484110.1,rna-XM_022484110.1,rna-XM_022484110.1
LOC111134770,1,1,1,1,1,rna-XM_022484112.1,rna-XM_022484112.1,rna-XM_022484112.1,rna-XM_022484112.1
LOC111134771,2,2,2,2,2,rna-XM_022484113.1,rna-XM_022484113.1,rna-XM_022484113.1,rna-XM_022484113.1
LOC111134772,9,16,9,17,17,rna-XM_022484128.1,rna-XM_022484123.1,rna-XM_022484122.1,rna-XM_022484119.1
LOC111134773,1,1,1,1,1,rna-XM_022484125.1,rna-XM_022484125.1,rna-XM_022484125.1,rna-XM_022484125.1
LOC111134774,1,1,1,1,1,rna-XM_022484129.1,rna-XM_022484129.1,rna-XM_022484129.1,rna-XM_022484129.1
LOC111134775,3,5,2,3,5,rna-XM_022484130.1,rna-XM_022484134.1,rna-XM_022484134.1,rna-XM_022484131.1
LOC111134776,1,1,1,1,1,rna-XM_022484138.1,rna-XM_022484138.1,rna-XM_022484138.1,rna-XM_022484138.1
LOC111134777,1,1,1,1,1,rna-XM_022484136.1,rna-XM_022484136.1,rna-XM_022484136.1,rna-XM_022484136.1
LOC111134778,1,1,1,1,1,rna-XM_022484137.1,rna-XM_022484137.1,rna-XM_022484137.1,rna-XM_022484137.1
LOC111134779,1,1,1,1,1,rna-XM_022484139.1,rna-XM_022484139.1,rna-XM_022484139.1,rna-XM_022484139.1
LOC111134780,1,1,1,1,1,rna-XM_022484140.1,rna-XM_022484140.1,rna-XM_022484140.1,rna-XM_022484140.1
LOC111134781,3,3,3,2,3,rna-XM_022484143.1,rna-XM_022484141.1,rna-XM_022484141.1,rna-XM_022484141.1
LOC111134782,1,1,1,1,1,rna-XM_022484144.1,rna-XM_022484144.1,rna-XM_022484144.1,rna-XM_022484144.1
LOC111134783,2,2,2,2,2,rna-XM_022484145.1,rna-XM_022484145.1,rna-XM_022484146.1,rna-XM_022484146.1
LOC111134784,1,1,3,1,3,rna-XM_022484281.1,rna-XM_022484195.1,rna-XM_022484195.1,rna-XM_022484195.1
LOC111134785,2,1,2,1,2,rna-XM_022484160.1,rna-XM_022484160.1,rna-XM_022484151.1,rna-XM_022484151.1
LOC111134786,3,3,3,3,3,rna-XM_022484147.1,rna-XM_022484147.1,rna-XM_022484149.1,rna-XM_022484147.1
LOC111134787,1,2,1,2,2,rna-XM_022484150.1,rna-XM_022484150.1,rna-XM_022484150.1,rna-XM_022484150.1
LOC111134788,1,1,1,1,1,rna-XM_022484153.1,rna-XM_022484153.1,rna-XM_022484153.1,rna-XM_022484153.1
LOC111134789,3,3,3,3,3,rna-XM_022484156.1,rna-XM_022484156.1,rna-XM_022484154.1,rna-XM_022484154.1
LOC111134790,8,11,12,13,13,rna-XM_022484157.1,rna-XM_022484159.1,rna-XM_022484157.1,rna-XM_022484157.1
LOC111134791,1,1,1,1,1,rna-XM_022484176.1,rna-XM_022484176.1,rna-XM_022484176.1,rna-XM_022484176.1
LOC111134792,4,3,4,3,4,rna-XM_022484185.1,rna-XM_022484185.1,rna-XM_022484185.1,rna-XM_022484185.1
LOC111134793,2,3,3,3,3,rna-XM_022484187.1,rna-XM_022484188.1,rna-XM_022484186.1,rna-XM_022484186.1
LOC111134794,5,3,5,4,5,rna-XM_022484210.1,rna-XM_022484210.1,rna-XM_022484191.1,rna-XM_022484191.1
LOC111134795,3,3,3,3,3,rna-XM_022484189.1,rna-XM_022484189.1,rna-XM_022484189.1,rna-XM_022484189.1
LOC111134796,1,1,1,1,1,rna-XM_022484193.1,rna-XM_022484193.1,rna-XM_022484193.1,rna-XM_022484193.1
LOC111134797,1,1,1,1,1,rna-XM_022484194.1,rna-XM_022484194.1,rna-XM_022484194.1,rna-XM_022484194.1
LOC111134798,1,1,1,1,1,rna-XM_022484196.1,rna-XM_022484196.1,rna-XM_022484196.1,rna-XM_022484196.1
LOC111134799,1,1,1,1,1,rna-XM_022484197.1,rna-XM_022484197.1,rna-XM_022484197.1,rna-XM_022484197.1
LOC111134800,3,2,3,2,3,rna-XM_022484203.1,rna-XM_022484198.1,rna-XM_022484198.1,rna-XM_022484198.1
LOC111134801,2,1,1,1,2,rna-XM_022484205.1,rna-XM_022484204.1,rna-XM_022484204.1,rna-XM_022484204.1
LOC111134802,1,2,3,1,3,rna-XM_022484207.1,rna-XM_022484207.1,rna-XM_022484207.1,rna-XM_022484207.1
LOC111134803,1,1,1,1,1,rna-XM_022484209.1,rna-XM_022484209.1,rna-XM_022484209.1,rna-XM_022484209.1
LOC111134804,5,4,3,4,5,rna-XM_022484211.1,rna-XM_022484213.1,rna-XM_022484213.1,rna-XM_022484213.1
LOC111134805,1,1,1,1,1,rna-XM_022484217.1,rna-XM_022484217.1,rna-XM_022484217.1,rna-XM_022484217.1
LOC111134806,2,2,2,2,2,rna-XM_022484218.1,rna-XM_022484218.1,rna-XM_022484218.1,rna-XM_022484218.1
LOC111134807,2,2,2,2,2,rna-XM_022484221.1,rna-XM_022484221.1,rna-XM_022484222.1,rna-XM_022484221.1
LOC111134808,1,1,1,1,1,rna-XM_022484223.1,rna-XM_022484223.1,rna-XM_022484223.1,rna-XM_022484223.1
LOC111134809,1,2,2,3,3,rna-XM_022484224.1,rna-XM_022484224.1,rna-XM_022484224.1,rna-XM_022484224.1
LOC111134810,1,1,1,1,1,rna-XM_022484227.1,rna-XM_022484227.1,rna-XM_022484227.1,rna-XM_022484227.1
LOC111134811,1,1,1,1,1,gene-LOC111134811,gene-LOC111134811,gene-LOC111134811,gene-LOC111134811
LOC111134812,4,4,4,4,4,rna-XM_022484232.1,rna-XM_022484232.1,rna-XM_022484229.1,rna-XM_022484229.1
LOC111134813,2,1,2,2,2,rna-XM_022484233.1,rna-XM_022484233.1,rna-XM_022484233.1,rna-XM_022484233.1
LOC111134814,1,1,1,1,1,rna-XM_022484235.1,rna-XM_022484235.1,rna-XM_022484235.1,rna-XM_022484235.1
LOC111134815,1,1,1,1,1,rna-XM_022484237.1,rna-XM_022484237.1,rna-XM_022484237.1,rna-XM_022484237.1
LOC111134816,1,1,1,1,1,rna-XM_022484238.1,rna-XM_022484238.1,rna-XM_022484238.1,rna-XM_022484238.1
LOC111134817,1,1,1,1,1,rna-XM_022484239.1,rna-XM_022484239.1,rna-XM_022484239.1,rna-XM_022484239.1
LOC111134818,1,1,1,1,1,rna-XM_022484240.1,rna-XM_022484240.1,rna-XM_022484240.1,rna-XM_022484240.1
LOC111134819,3,3,3,3,3,rna-XR_002639522.1,rna-XR_002639522.1,rna-XR_002639521.1,rna-XR_002639521.1
LOC111134820,1,1,1,1,1,rna-XR_002639524.1,rna-XR_002639524.1,rna-XR_002639524.1,rna-XR_002639524.1
LOC111134821,4,3,4,3,4,rna-XM_022484245.1,rna-XM_022484243.1,rna-XM_022484241.1,rna-XM_022484241.1
LOC111134822,2,2,2,2,2,rna-XM_022484247.1,rna-XM_022484246.1,rna-XM_022484246.1,rna-XM_022484246.1
LOC111134823,1,1,1,1,1,rna-XM_022484248.1,rna-XM_022484248.1,rna-XM_022484248.1,rna-XM_022484248.1
LOC111134824,1,1,1,1,1,rna-XM_022484249.1,rna-XM_022484249.1,rna-XM_022484249.1,rna-XM_022484249.1
LOC111134825,10,7,10,9,10,rna-XM_022484250.1,rna-XM_022484250.1,rna-XM_022484250.1,rna-XM_022484250.1
LOC111134826,1,1,1,1,1,rna-XM_022484256.1,rna-XM_022484256.1,rna-XM_022484256.1,rna-XM_022484256.1
LOC111134827,2,2,2,2,2,rna-XM_022484262.1,rna-XM_022484262.1,rna-XM_022484261.1,rna-XM_022484261.1
LOC111134828,5,4,5,4,5,rna-XM_022484267.1,rna-XM_022484267.1,rna-XM_022484264.1,rna-XM_022484264.1
LOC111134829,1,1,1,1,1,rna-XM_022484270.1,rna-XM_022484270.1,rna-XM_022484270.1,rna-XM_022484270.1
LOC111134830,2,2,2,2,2,rna-XM_022484269.1,rna-XM_022484269.1,rna-XM_022484268.1,rna-XM_022484268.1
LOC111134831,2,2,2,2,2,rna-XM_022484272.1,rna-XM_022484272.1,rna-XM_022484271.1,rna-XM_022484271.1
LOC111134832,0,1,0,1,1,rna-XR_002639525.1,rna-XR_002639525.1,rna-XR_002639525.1,rna-XR_002639525.1
LOC111134833,1,1,1,1,1,rna-XM_022484273.1,rna-XM_022484273.1,rna-XM_022484273.1,rna-XM_022484273.1
LOC111134834,2,2,2,2,2,rna-XM_022484274.1,rna-XM_022484274.1,rna-XM_022484275.1,rna-XM_022484274.1
LOC111134835,1,1,1,1,1,rna-XM_022484276.1,rna-XM_022484276.1,rna-XM_022484276.1,rna-XM_022484276.1
LOC111134836,2,2,1,2,2,rna-XM_022484301.1,rna-XM_022484282.1,rna-XM_022484282.1,rna-XM_022484282.1
LOC111134837,2,3,2,3,3,rna-XM_022484278.1,rna-XM_022484277.1,rna-XM_022484278.1,rna-XM_022484278.1
LOC111134838,1,1,1,1,1,rna-XM_022484280.1,rna-XM_022484280.1,rna-XM_022484280.1,rna-XM_022484280.1
LOC111134839,2,1,2,2,2,rna-XM_022484284.1,rna-XM_022484284.1,rna-XM_022484283.1,rna-XM_022484284.1
LOC111134840,1,1,1,1,1,rna-XM_022484285.1,rna-XM_022484285.1,rna-XM_022484285.1,rna-XM_022484285.1
LOC111134841,1,1,1,1,1,rna-XM_022484286.1,rna-XM_022484286.1,rna-XM_022484286.1,rna-XM_022484286.1
LOC111134842,4,4,4,6,6,rna-XM_022484287.1,rna-XM_022484287.1,rna-XM_022484287.1,rna-XM_022484287.1
LOC111134843,10,9,11,9,11,rna-XM_022484298.1,rna-XM_022484299.1,rna-XM_022484299.1,rna-XM_022484299.1
LOC111134844,1,1,1,1,1,rna-XM_022484306.1,rna-XM_022484306.1,rna-XM_022484306.1,rna-XM_022484306.1
LOC111134845,1,1,1,1,1,rna-XR_002639526.1,rna-XR_002639526.1,rna-XR_002639526.1,rna-XR_002639526.1
LOC111134846,1,1,1,1,1,rna-XM_022484307.1,rna-XM_022484307.1,rna-XM_022484307.1,rna-XM_022484307.1
LOC111134847,1,1,2,1,2,rna-XM_022484308.1,rna-XM_022484308.1,rna-XM_022484308.1,rna-XM_022484308.1
LOC111134848,1,1,1,1,1,rna-XR_002639527.1,rna-XR_002639527.1,rna-XR_002639527.1,rna-XR_002639527.1
LOC111134849,1,1,1,1,1,rna-XM_022484310.1,rna-XM_022484310.1,rna-XM_022484310.1,rna-XM_022484310.1
LOC111134850,1,1,1,1,1,rna-XM_022484311.1,rna-XM_022484311.1,rna-XM_022484311.1,rna-XM_022484311.1
LOC111134851,1,1,1,1,1,rna-XM_022484312.1,rna-XM_022484312.1,rna-XM_022484312.1,rna-XM_022484312.1
LOC111134852,1,1,1,1,1,rna-XM_022484313.1,rna-XM_022484313.1,rna-XM_022484313.1,rna-XM_022484313.1
LOC111134853,1,1,1,1,1,rna-XM_022484314.1,rna-XM_022484314.1,rna-XM_022484314.1,rna-XM_022484314.1
LOC111134854,1,1,1,1,1,rna-XM_022484315.1,rna-XM_022484315.1,rna-XM_022484315.1,rna-XM_022484315.1
LOC111134855,6,7,7,8,8,rna-XM_022484325.1,rna-XM_022484322.1,rna-XM_022484316.1,rna-XM_022484316.1
LOC111134856,2,2,2,2,2,rna-XM_022484331.1,rna-XM_022484331.1,rna-XM_022484321.1,rna-XM_022484321.1
LOC111134857,3,1,3,3,3,rna-XM_022484326.1,rna-XM_022484326.1,rna-XM_022484328.1,rna-XM_022484328.1
LOC111134858,9,9,10,8,10,rna-XM_022484329.1,rna-XM_022484329.1,rna-XM_022484332.1,rna-XM_022484332.1
LOC111134859,1,1,1,1,1,rna-XM_022484341.1,rna-XM_022484341.1,rna-XM_022484341.1,rna-XM_022484341.1
LOC111134860,1,1,1,1,1,rna-XR_002639528.1,rna-XR_002639528.1,rna-XR_002639528.1,rna-XR_002639528.1
LOC111134861,2,3,2,3,3,rna-XM_022484342.1,rna-XM_022484342.1,rna-XM_022484344.1,rna-XM_022484344.1
LOC111134862,3,2,3,3,3,rna-XM_022484345.1,rna-XM_022484345.1,rna-XM_022484345.1,rna-XM_022484345.1
LOC111134863,2,2,2,2,2,rna-XM_022484349.1,rna-XM_022484349.1,rna-XM_022484348.1,rna-XM_022484348.1
LOC111134864,6,6,5,6,6,rna-XM_022484361.1,rna-XM_022484398.1,rna-XM_022484379.1,rna-XM_022484379.1
LOC111134865,1,1,1,1,1,rna-XM_022484350.1,rna-XM_022484350.1,rna-XM_022484350.1,rna-XM_022484350.1
LOC111134866,1,1,1,1,1,rna-XR_002639529.1,rna-XR_002639529.1,rna-XR_002639529.1,rna-XR_002639529.1
LOC111134867,1,1,1,1,1,rna-XR_002639530.1,rna-XR_002639530.1,rna-XR_002639530.1,rna-XR_002639530.1
LOC111134868,1,1,1,1,1,rna-XR_002639531.1,rna-XR_002639531.1,rna-XR_002639531.1,rna-XR_002639531.1
LOC111134869,4,2,4,3,4,rna-XM_022484352.1,rna-XM_022484352.1,rna-XM_022484352.1,rna-XM_022484352.1
LOC111134870,1,1,1,1,1,rna-XM_022484356.1,rna-XM_022484356.1,rna-XM_022484356.1,rna-XM_022484356.1
LOC111134871,1,1,1,1,1,rna-XM_022484357.1,rna-XM_022484357.1,rna-XM_022484357.1,rna-XM_022484357.1
LOC111134872,6,4,5,4,6,rna-XM_022484359.1,rna-XM_022484358.1,rna-XM_022484358.1,rna-XM_022484358.1
LOC111134873,1,1,1,1,1,rna-XM_022484366.1,rna-XM_022484366.1,rna-XM_022484366.1,rna-XM_022484366.1
LOC111134874,2,2,2,2,2,rna-XM_022484367.1,rna-XM_022484368.1,rna-XM_022484367.1,rna-XM_022484367.1
LOC111134875,1,1,1,1,1,rna-XM_022484369.1,rna-XM_022484369.1,rna-XM_022484369.1,rna-XM_022484369.1
LOC111134876,6,4,5,5,6,rna-XM_022484372.1,rna-XM_022484372.1,rna-XM_022484372.1,rna-XM_022484372.1
LOC111134877,1,1,1,1,1,rna-XM_022484376.1,rna-XM_022484376.1,rna-XM_022484376.1,rna-XM_022484376.1
LOC111134878,1,1,1,1,1,rna-XM_022484377.1,rna-XM_022484377.1,rna-XM_022484377.1,rna-XM_022484377.1
LOC111134879,2,2,2,2,2,rna-XM_022484380.1,rna-XM_022484380.1,rna-XM_022484378.1,rna-XM_022484378.1
LOC111134880,3,3,3,3,3,rna-XM_022484382.1,rna-XM_022484382.1,rna-XM_022484382.1,rna-XM_022484382.1
LOC111134881,3,3,3,2,3,rna-XM_022484384.1,rna-XM_022484386.1,rna-XM_022484384.1,rna-XM_022484386.1
LOC111134882,4,4,4,4,4,rna-XM_022484390.1,rna-XM_022484390.1,rna-XM_022484387.1,rna-XM_022484387.1
LOC111134883,1,0,0,1,1,rna-XM_022484392.1,rna-XM_022484392.1,rna-XM_022484392.1,rna-XM_022484392.1
LOC111134884,2,2,2,2,2,rna-XM_022484394.1,rna-XM_022484394.1,rna-XM_022484393.1,rna-XM_022484394.1
LOC111134885,1,1,1,1,1,rna-XM_022484395.1,rna-XM_022484395.1,rna-XM_022484395.1,rna-XM_022484395.1
LOC111134886,14,13,14,10,14,rna-XM_022484407.1,rna-XM_022484407.1,rna-XM_022484396.1,rna-XM_022484396.1
LOC111134887,6,4,6,4,6,rna-XM_022484458.1,rna-XM_022484468.1,rna-XM_022484413.1,rna-XM_022484413.1
LOC111134888,6,6,6,6,6,rna-XM_022484414.1,rna-XM_022484414.1,rna-XM_022484412.1,rna-XM_022484416.1
LOC111134889,1,1,1,1,1,rna-XM_022484418.1,rna-XM_022484418.1,rna-XM_022484418.1,rna-XM_022484418.1
LOC111134890,1,1,1,1,1,rna-XM_022484420.1,rna-XM_022484420.1,rna-XM_022484420.1,rna-XM_022484420.1
LOC111134891,1,1,1,1,1,rna-XM_022484421.1,rna-XM_022484421.1,rna-XM_022484421.1,rna-XM_022484421.1
LOC111134892,2,2,2,2,2,rna-XM_022484422.1,rna-XM_022484422.1,rna-XM_022484424.1,rna-XM_022484424.1
LOC111134893,2,2,2,2,2,rna-XM_022484425.1,rna-XM_022484425.1,rna-XM_022484425.1,rna-XM_022484425.1
LOC111134894,1,1,1,1,1,rna-XM_022484427.1,rna-XM_022484427.1,rna-XM_022484427.1,rna-XM_022484427.1
LOC111134895,1,1,1,1,1,rna-XM_022484428.1,rna-XM_022484428.1,rna-XM_022484428.1,rna-XM_022484428.1
LOC111134896,1,1,1,1,1,rna-XM_022484429.1,rna-XM_022484429.1,rna-XM_022484429.1,rna-XM_022484429.1
LOC111134897,2,1,1,2,2,rna-XM_022484430.1,rna-XM_022484430.1,rna-XM_022484430.1,rna-XM_022484430.1
LOC111134898,3,3,3,3,3,rna-XM_022484434.1,rna-XM_022484434.1,rna-XM_022484433.1,rna-XM_022484433.1
LOC111134899,1,1,1,1,1,rna-XM_022484436.1,rna-XM_022484436.1,rna-XM_022484436.1,rna-XM_022484436.1
LOC111134900,1,1,1,1,1,rna-XM_022484437.1,rna-XM_022484437.1,rna-XM_022484437.1,rna-XM_022484437.1
LOC111134901,3,3,3,3,3,rna-XM_022484438.1,rna-XR_002639534.1,rna-XR_002639534.1,rna-XM_022484438.1
LOC111134902,1,1,1,1,1,rna-XR_002639536.1,rna-XR_002639536.1,rna-XR_002639536.1,rna-XR_002639536.1
LOC111134903,2,2,2,2,2,rna-XM_022484441.1,rna-XM_022484440.1,rna-XM_022484440.1,rna-XM_022484440.1
LOC111134904,1,1,1,1,1,rna-XM_022484442.1,rna-XM_022484442.1,rna-XM_022484442.1,rna-XM_022484442.1
LOC111134905,1,1,1,1,1,rna-XM_022484443.1,rna-XM_022484443.1,rna-XM_022484443.1,rna-XM_022484443.1
LOC111134906,2,2,2,2,2,rna-XM_022484444.1,rna-XM_022484444.1,rna-XM_022484445.1,rna-XM_022484445.1
LOC111134907,2,2,2,1,2,rna-XM_022484446.1,rna-XM_022484446.1,rna-XM_022484446.1,rna-XM_022484446.1
LOC111134908,3,3,3,3,3,rna-XM_022484449.1,rna-XM_022484449.1,rna-XM_022484449.1,rna-XM_022484449.1
LOC111134909,2,1,1,1,2,rna-XM_022484460.1,rna-XM_022484460.1,rna-XM_022484460.1,rna-XM_022484460.1
LOC111134910,3,3,3,3,3,rna-XM_022484461.1,rna-XM_022484461.1,rna-XM_022484462.1,rna-XM_022484462.1
LOC111134911,2,2,2,2,2,rna-XM_022484465.1,rna-XM_022484465.1,rna-XM_022484465.1,rna-XM_022484465.1
LOC111134912,1,1,1,1,1,rna-XM_022484467.1,rna-XM_022484467.1,rna-XM_022484467.1,rna-XM_022484467.1
LOC111134913,1,1,1,1,1,rna-XM_022484469.1,rna-XM_022484469.1,rna-XM_022484469.1,rna-XM_022484469.1
LOC111134914,1,1,1,1,1,rna-XM_022484470.1,rna-XM_022484470.1,rna-XM_022484470.1,rna-XM_022484470.1
LOC111134915,1,0,1,1,1,rna-XM_022484471.1,rna-XM_022484471.1,rna-XM_022484471.1,rna-XM_022484471.1
LOC111134916,1,1,1,1,1,rna-XM_022484472.1,rna-XM_022484472.1,rna-XM_022484472.1,rna-XM_022484472.1
LOC111134917,1,0,0,1,1,rna-XM_022484473.1,rna-XM_022484473.1,rna-XM_022484473.1,rna-XM_022484473.1
LOC111134918,1,1,0,1,1,rna-XM_022484474.1,rna-XM_022484474.1,rna-XM_022484474.1,rna-XM_022484474.1
LOC111134919,1,1,1,1,1,rna-XM_022484475.1,rna-XM_022484475.1,rna-XM_022484475.1,rna-XM_022484475.1
LOC111134920,2,2,2,2,2,rna-XM_022484487.1,rna-XM_022484487.1,rna-XM_022484479.1,rna-XM_022484479.1
LOC111134921,1,1,1,1,1,rna-XM_022484476.1,rna-XM_022484476.1,rna-XM_022484476.1,rna-XM_022484476.1
LOC111134922,1,1,1,1,1,rna-XM_022484477.1,rna-XM_022484477.1,rna-XM_022484477.1,rna-XM_022484477.1
LOC111134923,1,1,1,1,1,rna-XM_022484478.1,rna-XM_022484478.1,rna-XM_022484478.1,rna-XM_022484478.1
LOC111134924,1,0,0,2,2,rna-XR_002639537.1,rna-XR_002639537.1,rna-XR_002639537.1,rna-XR_002639537.1
LOC111134925,4,4,4,4,4,rna-XM_022484480.1,rna-XM_022484480.1,rna-XM_022484482.1,rna-XM_022484482.1
LOC111134926,2,1,1,1,2,rna-XM_022484484.1,rna-XM_022484484.1,rna-XM_022484484.1,rna-XM_022484484.1
LOC111134927,3,2,3,3,3,rna-XM_022484489.1,rna-XM_022484489.1,rna-XM_022484488.1,rna-XM_022484488.1
LOC111134928,13,7,5,7,13,rna-XM_022484510.1,rna-XM_022484510.1,rna-XM_022484490.1,rna-XM_022484490.1
LOC111134929,1,1,1,1,1,rna-XM_022484502.1,rna-XM_022484502.1,rna-XM_022484502.1,rna-XM_022484502.1
LOC111134930,1,1,1,1,1,rna-XM_022484518.1,rna-XM_022484518.1,rna-XM_022484518.1,rna-XM_022484518.1
LOC111134931,1,1,1,1,1,rna-XM_022484523.1,rna-XM_022484524.1,rna-XM_022484524.1,rna-XM_022484524.1
LOC111134932,1,1,1,1,1,rna-XM_022484525.1,rna-XM_022484525.1,rna-XM_022484525.1,rna-XM_022484525.1
LOC111134933,1,1,1,1,1,rna-XM_022484526.1,rna-XM_022484526.1,rna-XM_022484526.1,rna-XM_022484526.1
LOC111134934,1,1,1,1,1,gene-LOC111134934,gene-LOC111134934,gene-LOC111134934,gene-LOC111134934
LOC111134935,6,5,4,4,6,rna-XM_022484530.1,rna-XM_022484530.1,rna-XM_022484556.1,rna-XM_022484546.1
LOC111134936,2,1,2,2,2,rna-XM_022484527.1,rna-XM_022484527.1,rna-XM_022484527.1,rna-XM_022484527.1
LOC111134937,1,1,2,2,2,rna-XR_002639539.1,rna-XR_002639539.1,rna-XR_002639539.1,rna-XR_002639539.1
LOC111134938,2,2,2,2,2,rna-XM_022484531.1,rna-XM_022484531.1,rna-XM_022484531.1,rna-XM_022484531.1
LOC111134939,1,1,1,1,1,rna-XM_022484533.1,rna-XM_022484533.1,rna-XM_022484533.1,rna-XM_022484533.1
LOC111134940,1,1,1,1,1,rna-XM_022484534.1,rna-XM_022484534.1,rna-XM_022484534.1,rna-XM_022484534.1
LOC111134941,1,1,1,1,1,rna-XM_022484535.1,rna-XM_022484535.1,rna-XM_022484535.1,rna-XM_022484535.1
LOC111134942,2,2,2,1,2,rna-XM_022484537.1,rna-XM_022484537.1,rna-XM_022484537.1,rna-XM_022484537.1
LOC111134943,2,2,2,2,2,rna-XM_022484539.1,rna-XM_022484539.1,rna-XM_022484539.1,rna-XM_022484539.1
LOC111134944,2,3,2,3,3,rna-XM_022484541.1,rna-XM_022484541.1,rna-XM_022484542.1,rna-XM_022484541.1
LOC111134945,1,1,1,1,1,rna-XM_022484543.1,rna-XM_022484543.1,rna-XM_022484543.1,rna-XM_022484543.1
LOC111134946,1,1,1,1,1,rna-XM_022484544.1,rna-XM_022484544.1,rna-XM_022484544.1,rna-XM_022484544.1
LOC111134947,1,1,1,1,1,rna-XM_022484545.1,rna-XM_022484545.1,rna-XM_022484545.1,rna-XM_022484545.1
LOC111134948,1,1,1,1,1,rna-XM_022484547.1,rna-XM_022484547.1,rna-XM_022484547.1,rna-XM_022484547.1
LOC111134949,1,1,1,1,1,rna-XM_022484548.1,rna-XM_022484548.1,rna-XM_022484548.1,rna-XM_022484548.1
LOC111134950,6,3,7,2,7,rna-XM_022484551.1,rna-XM_022484551.1,rna-XM_022484553.1,rna-XM_022484553.1
LOC111134951,2,2,2,1,2,rna-XM_022484596.1,rna-XM_022484596.1,rna-XM_022484596.1,rna-XM_022484596.1
