gene	SPID
LOC111109363	Q17RP2
LOC111109525	Q5JSP0
LOC111109525	Q5R5T1
LOC111106208	Q5ZJ85
LOC111108650	Q8K0U4
LOC111106123	Q5UQ50
LOC111108508	Q8N1B3
LOC111108509	Q9QY36
LOC111108063	Q460N5
LOC111108063	Q2EMV9
LOC111108190	Q8TD16
LOC111106951	P35465
LOC111106949	P35465
LOC111109370	B0BN95
LOC111110687	Q9ZQ47
LOC111108779	Q6ZR37
LOC111109373	Q9I918
LOC111110255	A0FKN5
LOC111109374	P16157
LOC111109375	P16157
LOC111109376	P16157
LOC111109377	O70511
LOC111107866	O70511
LOC111107865	Q12955
LOC111109378	Q02357
LOC111109379	P16157
LOC111107096	P51957
LOC111107099	B0UXP9
LOC111109382	Q5I2E5
LOC111109383	Q3SZZ7
LOC111108150	Q8BH57
LOC111107518	Q62717
LOC111106506	Q8IZD2
LOC111110417	O08816
LOC111107966	O08816
LOC111105791	P42768
LOC111108484	Q641K5
LOC111108694	O18404
LOC111109708	Q99LJ2
LOC111107481	Q9WU81
LOC111109385	Q96PH1
LOC111105777	Q96PH1
LOC111109390	Q99315
LOC111110359	O75439
LOC111109656	B1WC61
LOC111107856	Q7Z3U7
LOC111110723	Q5XH57
LOC111115803	P35543
LOC111115040	O73817
LOC111115463	P97864
LOC111114644	Q9ER47
LOC111114644	O08962
LOC111114644	O35219
LOC111114705	Q5RCS0
LOC111115801	P16444
LOC111115132	O61462
LOC111111172	Q91VY9
LOC111112883	Q68EK2
LOC111111088	Q5F3J5
LOC111112912	P20742
LOC111112326	P34456
LOC111115386	Q96KP4
LOC111114889	Q8CIG9
LOC111114771	Q8IYJ2
LOC111111143	P02597
LOC111111143	P23286
LOC111114842	Q61466
LOC111115202	Q5R8X1
LOC111111303	P83673
LOC111113119	P83673
LOC111113117	P83673
LOC111113118	P83673
LOC111115393	Q55E58
LOC111115928	P83673
LOC111111273	P83673
LOC111110983	Q96EQ9
LOC111114820	Q61466
LOC111111190	P02597
LOC111111190	P23286
LOC111115341	Q8IYJ2
LOC111115914	Q8CIG9
LOC111112749	P20742
LOC111110923	Q5F3J5
LOC111113352	Q68EK2
LOC111110726	Q91VY9
LOC111114610	O61462
LOC111114591	P16444
LOC111115682	Q5RCS0
LOC111115099	Q9PT84
LOC111115099	Q9ER47
LOC111110874	P97864
LOC111114594	O73817
LOC111115334	P35543
LOC111115797	Q5XH57
LOC111110750	Q6DFC6
LOC111111648	P52917
LOC111112963	P25107
LOC111115124	Q8K203
LOC111112392	P0CT39
LOC111115910	Q32LP4
LOC111111281	Q6NYU3
LOC111110764	Q24524
LOC111115798	Q24524
LOC111111969	Q00651
LOC111111567	Q9RRE4
LOC111110946	Q95ZJ1
LOC111111810	Q6JEL2
LOC111115524	B3EWZ5
LOC111115073	Q6JEL2
LOC111112437	Q6TLK4
LOC111112438	Q5ZMM3
LOC111112940	P84025
LOC111111317	Q9WTS8
LOC111112465	P12804
LOC111112474	Q61830
LOC111115707	D3Z813
LOC111114971	P30974
LOC111115490	Q9Y5X5
LOC111115719	P54131
LOC111114821	O57321
LOC111114474	A5A6P1
LOC111113292	O02649
LOC111113293	Q9W6X3
LOC111112484	Q8BUZ3
LOC111112528	Q7ZV90
LOC111111575	Q96MB7
LOC111112778	A0JM12
LOC111112776	A0JM12
LOC111112777	E9QJQ6
LOC111112537	Q8VI56
LOC111112783	Q7YRH6
LOC111114854	Q9MYM7
LOC111113309	Q8IV35
LOC111112605	Q9Y490
LOC111112066	P86854
LOC111112065	Q6DIB5
LOC111112064	Q6DIB5
LOC111112063	Q6DIB5
LOC111112070	P86854
LOC111112539	Q96KG7
LOC111112540	E9QJQ6
LOC111112059	P18433
LOC111112061	P18433
LOC111112062	Q6DIB5
LOC111115447	A0JM12
LOC111112545	Q96KG7
LOC111112682	P18433
LOC111112679	Q9HAR2
LOC111112546	Q9W0A0
LOC111112547	A0JM12
LOC111112683	P18433
LOC111112684	P18433
LOC111112680	Q9HAR2
LOC111112687	Q6DIB5
LOC111112687	A6BM72
LOC111112681	P18433
LOC111112555	P34456
LOC111112557	P34456
LOC111112608	P34456
LOC111113451	P34456
LOC111113452	P15043
LOC111114792	Q8BZG5
LOC111113456	Q2LE78
LOC111113348	Q8BZG5
LOC111113347	Q0V9W6
LOC111113345	Q96KE9
LOC111113344	Q0V9W6
LOC111113345	Q0V9W6
LOC111115986	Q8K2J9
LOC111116053	Q99M80
LOC111115459	B9EKR1
LOC111112739	Q99M80
LOC111112737	Q80V70
LOC111112332	O14672
LOC111112330	Q9W0A0
LOC111112330	A0JM12
LOC111112806	Q9DC33
LOC111112946	P71359
LOC111112834	Q6DHB5
LOC111112828	Q62902
LOC111112824	P23471
LOC111112824	Q80V70
LOC111112827	Q5ND28
LOC111113477	P12804
LOC111112817	Q15262
LOC111113479	Q05909
LOC111113488	O95834
LOC111111207	Q3ULD5
LOC111115927	A5PKH3
LOC111113273	Q5JTW2
LOC111112541	Q6NRV8
LOC111115562	Q9DG09
LOC111114722	Q99M80
LOC111114726	A0JM12
LOC111113495	Q14162
LOC111114727	Q9XWD6
LOC111114727	Q80V70
LOC111113496	Q6DIB5
LOC111114725	A0JM12
LOC111114724	A6BM72
LOC111114724	E9QJQ6
LOC111114723	Q99M80
LOC111113499	P15388
LOC111114744	Q8BP40
LOC111114731	A8TX70
LOC111114756	P00378
LOC111114749	P34978
LOC111114745	C7G0B5
LOC111113502	C7G0B5
LOC111114721	A0A0R4ITC5
LOC111113506	Q9Y4A5
LOC111111355	Q5VU97
LOC111111123	Q6PDJ1
LOC111111871	Q862Z5
LOC111114881	Q862Z5
LOC111113359	Q862Z5
LOC111113511	Q9Y493
LOC111114600	P21816
LOC111111515	A0JM12
LOC111111131	A6BM72
LOC111111131	Q6DIB5
LOC111111132	Q80T91
LOC111111129	Q6DIB5
LOC111111127	P18433
LOC111113515	Q06805
LOC111111134	Q9W0A0
LOC111111128	P18433
LOC111111128	Q99M80
LOC111112374	Q6DIB5
LOC111112374	Q9W0A0
LOC111112368	P18433
LOC111112376	Q6DIB5
LOC111112366	Q03348
LOC111112366	Q99M80
LOC111112379	A0JM12
LOC111112386	Q99M80
LOC111112367	P18433
LOC111112381	Q94K49
LOC111112378	Q80T91
LOC111113521	Q09575
LOC111113522	Q09575
LOC111112382	Q80T91
LOC111112380	Q80T91
LOC111112365	Q03348
LOC111112375	Q80T91
LOC111112375	A6BM72
LOC111112370	P18433
LOC111112373	A6BM72
LOC111113525	A0JM12
LOC111112372	P28827
LOC111114846	Q04786
LOC111114646	P45961
LOC111113526	P12804
LOC111116166	Q54X73
LOC111113528	Q62432
LOC111113532	Q9I9P9
LOC111113533	Q9I9P9
LOC111111583	S8FGV1
LOC111113534	O70436
LOC111111422	S8FGV1
LOC111115495	S8FGV1
LOC111110871	S8FIE4
LOC111115778	B1A8Z2
LOC111115460	P70581
LOC111111222	B1A8Z2
LOC111112918	Q2VWP9
LOC111115206	P43143
LOC111115977	P43143
LOC111112750	Q8R4E0
LOC111111277	Q20958
LOC111113536	Q2PZL6
LOC111113537	Q4UMH6
LOC111115480	P49773
LOC111115479	Q9UL25
LOC111113034	Q4R5P1
LOC111113538	P0C6B8
LOC111114823	Q559X6
LOC111114778	Q3T0B7
LOC111111223	Q61315
LOC111111230	P79102
LOC111111238	Q9IA78
LOC111111231	O57478
LOC111111224	C0HL12
LOC111113548	Q9QYP2
LOC111115066	B0BN95
LOC111115062	A8Q2D1
LOC111115061	Q4UMH6
LOC111115069	P49773
LOC111115064	Q9UL25
LOC111115065	Q4R5P1
LOC111115065	P35280
LOC111114448	P78539
LOC111114719	Q559X6
LOC111115985	Q3T0B7
LOC111115638	P70478
LOC111115638	Q61315
LOC111115967	P79102
LOC111115325	Q9IA78
LOC111115437	O57478
LOC111115539	Q3UHD1
LOC111113398	Q6A098
LOC111115042	Q28557
LOC111111428	P13670
LOC111115398	Q9IA78
LOC111114582	A1L243
LOC111113560	Q96MM6
LOC111113561	P34456
LOC111113564	Q20958
LOC111110716	Q4UMH6
LOC111113568	Q96MB7
LOC111112841	P84025
LOC111115326	Q9UDY8
LOC111113569	P0CT39
LOC111113573	Q9WTS8
LOC111113575	Q09575
LOC111113576	P10394
LOC111113577	P34456
LOC111113299	Q6A098
LOC111115643	Q28557
LOC111111335	Q04786
LOC111114578	A1L243
LOC111110860	P16066
LOC111111599	Q6DGV1
LOC111112701	Q2TBS2
LOC111112700	P40818
LOC111112480	Q15063
LOC111112479	Q04791
LOC111115046	Q02241
LOC111115047	P98068
LOC111112761	Q28XE2
LOC111111616	O54852
LOC111111617	Q66IC8
LOC111115911	Q6IVV8
LOC111113585	Q9VZW5
LOC111111308	Q8K1T0
LOC111113113	Q9ES87
LOC111113113	Q8K1T0
LOC111111093	Q08DU8
LOC111113586	P28024
LOC111114457	P28828
LOC111115057	Q14191
LOC111115121	P55113
LOC111110985	Q92035
LOC111110841	Q5PQL3
LOC111112295	Q6PBA8
LOC111114486	Q9CY57
LOC111114486	Q9Y3Y2
LOC111115151	Q9C0G6
LOC111113098	Q9C0G6
LOC111113104	Q9C0G6
LOC111115624	O01479
LOC111115343	O43345
LOC111113594	Q5SVZ6
LOC111113129	Q9UQ03
LOC111115413	E9QJQ6
LOC111111759	Q6DIB5
LOC111111760	Q96GP6
LOC111111351	Q9M2U3
LOC111114773	P49963
LOC111111160	Q17QR8
LOC111113605	P34456
LOC111113606	P34456
LOC111110757	Q12955
LOC111113419	P15043
LOC111114813	Q17QR8
LOC111112951	Q8R2H2
LOC111113608	P05106
LOC111112953	Q8R2H2
LOC111112955	O54890
LOC111112952	Q8R2H2
LOC111111091	Q6P069
LOC111111442	Q9D6K9
LOC111112228	A0JPH4
LOC111115662	Q0IHI3
LOC111111104	Q09621
LOC111111117	Q5U504
LOC111115096	O09053
LOC111111497	Q9N003
LOC111114774	P35431
LOC111110762	Q2IBC1
LOC111110760	P35431
LOC111110761	Q2QL79
LOC111110759	P35431
LOC111115448	Q2QL79
LOC111114660	Q2IBC1
LOC111114659	Q2IBC1
LOC111115162	Q07E02
LOC111115931	Q2IBC1
LOC111115887	Q00PJ9
LOC111114681	Q00PJ9
LOC111115390	Q00PJ9
LOC111115392	Q00PJ9
LOC111115389	Q00PJ9
LOC111115388	Q15063
LOC111115387	P24456
LOC111111797	Q6PDC8
LOC111114690	Q6GNL7
LOC111113626	Q8BVG4
LOC111113627	Q80SX8
LOC111115586	Q80YA7
LOC111115500	Q6UR05
LOC111115500	O35379
LOC111112588	Q8N4P6
LOC111113637	Q5ZL21
LOC111113638	Q5ZL21
LOC111113640	Q5ZL21
LOC111113641	Q5ZL21
LOC111115983	Q5ZL21
LOC111115984	Q5ZL21
LOC111111573	Q5ZL21
LOC111115434	Q5ZL21
LOC111113642	Q5ZL21
LOC111112425	Q6R7G0
LOC111115081	P00541
LOC111113373	A6BM72
LOC111113372	Q6DIB5
LOC111113374	Q9W0A0
LOC111111028	Q8IRI6
LOC111113652	B3DK56
LOC111115507	Q9W0A0
LOC111112872	B3DK56
LOC111112870	Q99M80
LOC111112871	O88281
LOC111113658	Q5AXT5
LOC111115669	E9QJQ6
LOC111115669	Q80T91
LOC111112706	Q99M80
LOC111112709	Q9W0A0
LOC111112707	P28828
LOC111112713	P16157
LOC111112708	O88281
LOC111112712	O88281
LOC111111626	O88281
LOC111111626	Q6DIB5
LOC111113269	Q8N2Y8
LOC111114853	P51946
LOC111113664	A0A345BJN8
LOC111115548	Q9W0A0
LOC111115551	Q99P58
LOC111115551	P23640
LOC111112251	O88281
LOC111115469	A0JM12
LOC111115471	Q80V70
LOC111113671	P15043
LOC111115468	A0JM12
LOC111115475	A0JM12
LOC111115470	Q6DIB5
LOC111115472	Q80V70
LOC111115472	O88281
LOC111115252	A0JM12
LOC111114506	Q80T91
LOC111114499	P23469
LOC111114499	Q05909
LOC111114502	O14522
LOC111114500	Q99M80
LOC111113678	A6BM72
LOC111113145	A0JM12
LOC111113137	P23469
LOC111113152	Q15262
LOC111113680	P23471
LOC111113143	P18433
LOC111113140	Q99M80
LOC111113682	Q15262
LOC111113683	Q15262
LOC111113684	A0JM12
LOC111113685	Q99M80
LOC111113686	P18433
LOC111113142	Q15262
LOC111113139	Q15262
LOC111113138	Q99M80
LOC111114532	Q5F3Z7
LOC111110808	P05090
LOC111114462	Q9XT77
LOC111111781	Q8VDR5
LOC111111770	P16157
LOC111111775	Q9NUV9
LOC111111776	Q96GP6
LOC111111776	Q6DIB5
LOC111111772	Q9NUV9
LOC111111780	Q8VDR5
LOC111111766	O75179
LOC111113702	Q9NUV9
LOC111111774	Q8K3K9
LOC111112772	P15684
LOC111113703	P34457
LOC111113704	O88281
LOC111115126	O43396
LOC111115125	Q9Y617
LOC111112960	Q5I0C5
LOC111112961	P22129
LOC111115840	P86948
LOC111113358	H2A0K6
LOC111114691	Q91WQ9
LOC111111407	Q05AQ3
LOC111113707	P16157
LOC111111950	E9QJQ6
LOC111111946	Q99M80
LOC111111946	P18433
LOC111111952	A6BM72
LOC111111949	O88281
LOC111111953	Q96KG7
LOC111111948	Q99M80
LOC111111955	Q6DIB5
LOC111111943	A6BM72
LOC111111941	Q6DIB5
LOC111111941	A6BM72
LOC111111951	Q05909
LOC111111945	O14522
LOC111112875	O35182
LOC111115657	Q059Y8
LOC111115149	Q5UQ13
LOC111111259	P27808
LOC111111030	D3YXG0
LOC111111219	Q9C7Z1
LOC111115477	Q14721
LOC111111147	A0JM12
LOC111112766	Q96KG7
LOC111115868	Q6AZB8
LOC111115917	P18433
LOC111115154	Q9IBD8
LOC111115157	Q14162
LOC111115156	P06800
LOC111113722	Q14162
LOC111115155	Q9HD43
LOC111113063	Q96GP6
LOC111113061	Q15262
LOC111113726	Q99M80
LOC111113727	P10394
LOC111113729	P59222
LOC111113064	O14522
LOC111113733	Q99M80
LOC111113735	Q99M80
LOC111113736	Q15262
LOC111113739	Q96KG7
LOC111113740	P34456
LOC111112756	O14522
LOC111113741	Q9W0A0
LOC111112753	P28828
LOC111112754	Q15262
LOC111113742	Q80T91
LOC111113743	P28828
LOC111113744	P28828
LOC111112755	P18433
LOC111113747	A0JM12
LOC111113748	P18433
LOC111113252	Q80V70
LOC111113749	P18433
LOC111113250	E9QJQ6
LOC111113251	Q9W0A0
LOC111114487	E9QJQ6
LOC111113751	Q99M80
LOC111113754	A0JM12
LOC111115281	Q96KG7
LOC111115294	Q6AZB8
LOC111115259	Q99M80
LOC111115259	O14522
LOC111113758	A6BM72
LOC111115280	Q14162
LOC111113762	Q15262
LOC111113763	P28828
LOC111115289	E9QJQ6
LOC111115260	P28828
LOC111115266	E9QJQ6
LOC111115291	O88281
LOC111115265	O14522
LOC111113766	Q5G271
LOC111113770	Q9W0A0
LOC111115264	O14522
LOC111115275	P23471
LOC111115262	Q99M80
LOC111115268	Q96GP6
LOC111113771	Q15262
LOC111115263	Q15262
LOC111115267	Q96GP6
LOC111113774	Q99M80
LOC111115272	Q6DIB5
LOC111115272	A6BM72
LOC111115272	Q96KG7
LOC111115283	Q6DIB5
LOC111113777	A0JM12
LOC111111924	O75095
LOC111115407	Q14721
LOC111111112	Q9C7Z1
LOC111115953	D3YXG0
LOC111113415	P27808
LOC111111013	P27808
LOC111115137	Q5UQ13
LOC111115555	Q059Y8
LOC111115134	O35182
LOC111116028	Q6NZK5
LOC111112396	P23469
LOC111112397	P23469
LOC111112398	Q6DIB5
LOC111114709	A0JM12
LOC111114709	Q6DIB5
LOC111114709	Q96GP6
LOC111111527	P23469
LOC111111527	Q64487
LOC111111527	P49446
LOC111110964	E9QJQ6
LOC111110963	E9QJQ6
LOC111113794	Q96KG7
LOC111114477	Q80T91
LOC111114475	P18433
LOC111114475	Q99M80
LOC111115091	D3YXG0
LOC111113797	P34456
LOC111112084	Q12955
LOC111112980	P16157
LOC111113801	Q02357
LOC111112981	Q12955
LOC111116045	Q05AQ3
LOC111116046	Q91WQ9
LOC111113316	H2A0K6
LOC111115595	P86948
LOC111112863	P22129
LOC111115204	Q5I0C5
LOC111116065	Q9Y617
LOC111114694	O43396
LOC111111614	P86854
LOC111113806	Q05927
LOC111114790	F6Q1T7
LOC111114999	Q6DIB5
LOC111114993	P0C6B8
LOC111113812	Q9W0A0
LOC111115003	Q9W0A0
LOC111114998	E9QJQ6
LOC111115000	Q9W0A0
LOC111113813	O75095
LOC111115005	Q9TUD6
LOC111114986	P52740
LOC111113817	Q05733
LOC111115006	B1H1X1
LOC111114988	P16591
LOC111113820	A0JM12
LOC111115192	E9QJQ6
LOC111112030	E9QJQ6
LOC111111038	P18106
LOC111115158	Q96KG7
LOC111112271	Q80T91
LOC111112269	Q9UUA2
LOC111112272	Q6DIB5
LOC111112279	E9QJQ6
LOC111112273	Q96KG7
LOC111113821	Q6NZ06
LOC111112283	Q6P8G1
LOC111114461	Q7TS68
LOC111113135	P27088
LOC111113134	Q60520
LOC111115175	Q02357
LOC111113056	P16157
LOC111113055	Q8TF20
LOC111113059	Q0V9S3
LOC111113824	P16157
LOC111111275	Q6P0C6
LOC111111537	P31396
LOC111114565	Q6P5M2
LOC111114831	Q5W5X9
LOC111112625	O15975
LOC111110777	Q9DCR2
LOC111112917	Q6NWZ9
LOC111114536	Q92753
LOC111111795	Q5BJR4
LOC111111161	A0JM12
LOC111111161	Q6DIB5
LOC111111077	O75095
LOC111113830	A6BM72
LOC111115429	A0A6P8HC43
LOC111111274	Q9H0A8
LOC111111740	A4QN56
LOC111114845	Q9V477
LOC111113369	Q56A24
LOC111111061	Q9CQQ8
LOC111113831	Q7LHG5
LOC111111058	P70569
LOC111111058	Q9Y4I1
LOC111111116	B7QDG3
LOC111112513	F7DL67
LOC111113836	B7QDG3
LOC111112506	E9QJQ6
LOC111112501	O75095
LOC111112501	A0JM12
LOC111112515	B7QDG3
LOC111113844	O88281
LOC111111981	O88281
LOC111111983	Q80V70
LOC111113845	E9QJQ6
LOC111111980	E9QJQ6
LOC111111978	Q90Z00
LOC111111975	Q5R4Q8
LOC111111975	Q5BJR4
LOC111111975	Q8BIW1
LOC111111977	Q92753
LOC111110958	Q6NWZ9
LOC111110955	E9QJQ6
LOC111110953	E9QJQ6
LOC111110953	Q80T91
LOC111111069	E9QJQ6
LOC111113412	Q9DCR2
LOC111112641	O15975
LOC111111463	Q5W5X9
LOC111114628	Q6P5M2
LOC111112635	P31396
LOC111110952	Q6P0C6
LOC111113858	P16157
LOC111111412	Q0V9S3
LOC111114567	Q96IR2
LOC111114568	P16157
LOC111113861	Q8NB50
LOC111114566	G5E8K5
LOC111111023	G5E8K5
LOC111113417	Q60520
LOC111114574	P27088
LOC111114679	Q7TS68
LOC111111034	Q6P8G1
LOC111111078	O88281
LOC111111078	Q9W0A0
LOC111113864	Q9CZD0
LOC111112786	Q5F478
LOC111112788	Q9ULJ7
LOC111112787	Q9ULJ7
LOC111113409	A0JM12
LOC111111470	A0JM12
LOC111113867	F7DL67
LOC111113872	Q7LHG5
LOC111111748	Q80V70
LOC111116035	Q80V70
LOC111112074	Q06805
LOC111113875	B7QDG3
LOC111112266	B7QDG3
LOC111116157	Q6AZB8
LOC111113879	B7QDG3
LOC111115467	Q06805
LOC111113882	Q80V70
LOC111113181	Q5ZLW3
LOC111113199	Q80UY1
LOC111113204	Q9D8B6
LOC111113182	Q96KG7
LOC111113183	Q96KG7
LOC111113167	Q15262
LOC111113190	E9QJQ6
LOC111113167	O14522
LOC111113207	O14522
LOC111113179	O14522
LOC111113170	Q99M80
LOC111113169	Q99M80
LOC111113185	Q96KG7
LOC111113187	Q14162
LOC111113178	O88281
LOC111113178	Q80T91
LOC111113178	A6BM72
LOC111113191	Q96GP6
LOC111113184	Q96KG7
LOC111113189	Q9W0A0
LOC111113189	A6BM72
LOC111113168	Q99M80
LOC111113194	Q5NVI9
LOC111113209	Q9JMC3
LOC111113165	P10079
LOC111113180	Q9NQV7
LOC111113163	Q07157
LOC111113163	O97758
LOC111113203	Q6P859
LOC111113173	D3ZSI8
LOC111113186	A0JM12
LOC111113186	Q80T91
LOC111113172	Q6ZMT9
LOC111113166	P10079
LOC111113197	Q868Z9
LOC111113196	Q96GP6
LOC111113890	Q9Y4U1
LOC111113175	O75095
LOC111113175	Q80T91
LOC111113192	Q96KG7
LOC111113192	Q6DIB5
LOC111113177	Q80T91
LOC111113177	Q96KG7
LOC111113177	O75095
LOC111112886	Q1LV22
LOC111113429	Q8BRK9
LOC111112435	Q5F478
LOC111112433	Q9ULJ7
LOC111110849	Q9ULJ7
LOC111115724	Q9Y4U1
LOC111111122	A8XMW6
LOC111111122	Q9W0A0
LOC111112304	G5EFD5
LOC111114498	Q6DHC1
LOC111111213	Q29RK1
LOC111111215	Q3TMH2
LOC111111216	Q6LDD9
LOC111110817	P16157
LOC111112099	O95613
LOC111114855	P16157
LOC111114868	Q96MB7
LOC111113909	Q8Q0U0
LOC111114858	Q8Q0U0
LOC111114856	P16157
LOC111114870	Q6AZB8
LOC111113914	Q9ULJ7
LOC111114861	Q9ULJ7
LOC111114864	P83088
LOC111113916	P34456
LOC111114857	P16157
LOC111113036	Q49MI3
LOC111114680	Q5RBB1
LOC111113929	P16157
LOC111112734	F1R332
LOC111112734	E7F7V7
LOC111111341	Q01484
LOC111112628	Q96DM1
LOC111113940	P04323
LOC111112618	Q96DM1
LOC111114629	Q8N9B5
LOC111114496	Q5RFR8
LOC111110890	Q09638
LOC111115350	Q5VWZ2
LOC111115770	Q5R5L7
LOC111115771	P13804
LOC111115769	Q04592
LOC111114985	Q5UNS9
LOC111113290	Q9UEW3
LOC111115598	P33945
LOC111112291	Q7ZTY7
LOC111112290	O15014
LOC111112845	P46821
LOC111112846	Q9XZC8
LOC111112031	A2CEA7
LOC111112032	O96006
LOC111112730	P46940
LOC111112732	Q8TBF8
LOC111112731	Q3UXZ6
LOC111112733	Q5ZIQ3
LOC111112733	P61980
LOC111112752	A6NEE1
LOC111111252	Q7ZVK3
LOC111114519	Q3U288
LOC111113317	G5EBQ8
LOC111112664	A2AKX3
LOC111111171	A2AQ19
LOC111111169	Q810J8
LOC111111157	O88384
LOC111111633	Q7ZVK3
LOC111112880	Q8CFK2
LOC111112881	P58545
LOC111114520	O46606
LOC111111628	P57103
LOC111111541	Q66II5
LOC111112399	Q5JTD0
LOC111112401	F1MNN4
LOC111112400	Q504Y2
LOC111114978	Q7TN31
LOC111114981	Q9UH92
LOC111113942	H2A0M3
LOC111114979	Q658L1
LOC111114979	Q8IYX7
LOC111113943	Q55E58
LOC111113386	Q9U2C4
LOC111112439	P21613
LOC111114450	P78424
LOC111113124	E7F590
LOC111113124	P49754
LOC111113296	O95980
LOC111114852	Q08EN7
LOC111113310	Q6INX1
LOC111115664	Q9NUV9
LOC111113952	P10394
LOC111114455	P25107
LOC111112319	P84082
LOC111115795	Q8TEW0
LOC111116150	Q6UW02
LOC111112357	Q502K3
LOC111112358	Q14162
LOC111115321	P21265
LOC111115784	P23258
LOC111112498	Q9UEE5
LOC111115790	Q13057
LOC111113090	A4QNS7
LOC111113090	Q802U2
LOC111113092	A8WG43
LOC111112653	D3ZVV1
LOC111110747	Q09324
LOC111111377	Q9NRG9
LOC111113966	P58742
LOC111111382	Q9NRG9
LOC111111378	Q9NRG9
LOC111111386	Q9NRG9
LOC111111379	Q9NRG9
LOC111111376	Q9NRG9
LOC111112584	Q9D9M5
LOC111112580	Q0VFZ6
LOC111112583	A2A559
LOC111112581	E1BD59
LOC111114588	Q03601
LOC111111739	Q8R2R6
LOC111115247	Q8K4F6
LOC111110811	Q5ZJL4
LOC111112117	O35723
LOC111112117	P25686
LOC111112119	Q5U3V9
LOC111112121	Q9JLI7
LOC111112120	Q9JLI7
LOC111112122	Q5RK19
LOC111113970	Q9JLI7
LOC111112123	Q96H20
LOC111112114	Q9JLI7
LOC111112114	Q5U3V9
LOC111112113	Q9JLI7
LOC111115838	P55197
LOC111110708	Q9D805
LOC111115416	Q9QYW3
LOC111111438	P61354
LOC111115940	Q5TYS5
LOC111110739	Q28509
LOC111113971	Q92752
LOC111110862	Q92752
LOC111113972	Q92752
LOC111112989	Q9D0L6
LOC111114576	Q9UKA2
LOC111115883	Q6NYL3
LOC111115251	Q11002
LOC111116030	A0A5G2QD80
LOC111115487	P57760
LOC111114829	Q99JH1
LOC111113368	Q7ZYA5
LOC111113366	Q95ZJ1
LOC111113010	Q80T91
LOC111113002	Q96KG7
LOC111113003	O75095
LOC111113008	Q80T91
LOC111113001	E9QJQ6
LOC111113001	O75095
LOC111113004	A0JM12
LOC111113007	O75095
LOC111113983	O75095
LOC111113006	O75095
LOC111113985	Q5ND28
LOC111113987	Q9W0A0
LOC111116137	Q6RFH5
LOC111116134	Q5ND28
LOC111116135	A0JM12
LOC111114844	A0JM12
LOC111115744	P21775
LOC111115743	O00337
LOC111115740	Q9ERH8
LOC111113989	O62667
LOC111113990	P21775
LOC111115742	Q9ERH8
LOC111115754	Q921H8
LOC111115745	P21775
LOC111115751	Q62674
LOC111115741	Q9ERH8
LOC111113995	Q5VU97
LOC111113996	Q5VU97
LOC111112161	Q56R14
LOC111112162	P35217
LOC111111297	Q9FZ36
LOC111112987	Q7ZY47
LOC111114554	Q96K80
LOC111114546	Q07553
LOC111114552	Q9D4H8
LOC111114538	Q9D4H8
LOC111114537	Q5U2X2
LOC111114560	Q96MB7
LOC111114558	Q5R9F4
LOC111114548	O16374
LOC111114547	Q921L8
LOC111115829	Q6AZB8
LOC111112640	P31597
LOC111114014	P34457
LOC111114016	Q6AZB8
LOC111113265	P23229
LOC111113266	Q5R7L8
LOC111111934	Q5REI6
LOC111114019	Q2PC93
LOC111116164	Q2KIN5
LOC111112703	Q6PHS6
LOC111114021	P30419
LOC111112413	A7YT82
LOC111112414	O60551
LOC111112415	O60551
LOC111112420	A7YT82
LOC111112412	O60551
LOC111112411	O60551
LOC111112418	Q9D3N2
LOC111115195	Q0P4C4
LOC111115193	Q561R3
LOC111114024	G5EDR5
LOC111114025	G5EDR5
LOC111111510	G5EDR5
LOC111116156	Q9UA35
LOC111114029	Q9VUL9
LOC111115635	P83088
LOC111112225	Q9VUL9
LOC111112226	P83088
LOC111115926	Q5SVQ8
LOC111111656	P08519
LOC111111646	D3YXG0
LOC111111551	Q9Y238
LOC111111546	Q9Y238
LOC111115534	Q9W4Y2
LOC111115365	A9JRX0
LOC111112843	B7PY76
LOC111112744	Q12955
LOC111116018	P10079
LOC111112642	Q8BGS1
LOC111112642	Q5FVG2
LOC111110831	C3ZAH2
LOC111111926	G5EBQ8
LOC111111027	Q8N0W4
LOC111111182	Q76LL8
LOC111111182	P47866
LOC111114035	P24792
LOC111111363	Q06HQ7
LOC111115720	Q3HNM7
LOC111115523	Q0IP28
LOC111113278	P31429
LOC111114039	Q9NVG8
LOC111113277	Q9UGM1
LOC111115621	P16444
LOC111112551	Q07998
LOC111112550	Q5SF07
LOC111114643	Q24K15
LOC111111041	Q9H8M1
LOC111114040	Q708S7
LOC111111998	O57683
LOC111111998	O75533
LOC111114664	Q5FWL3
LOC111111095	Q9BTY2
LOC111114042	P43141
LOC111114834	Q54JJ3
LOC111114834	Q54V41
LOC111114688	P79782
LOC111115943	Q5ZKI4
LOC111115072	Q5F3W2
LOC111114046	Q5I2E5
LOC111111597	Q14314
LOC111111592	O08893
LOC111113319	P49880
LOC111112966	G5EBQ8
LOC111114056	P34456
LOC111111758	Q7ZTY6
LOC111112561	Q9D1C9
LOC111112560	P36406
LOC111112559	Q9H0H5
LOC111115569	Q3MHR7
LOC111112490	Q7KW14
LOC111115441	Q9UKV0
LOC111115441	P56524
LOC111115441	P83038
LOC111113136	Q92932
LOC111113121	P54277
LOC111113122	A4QN56
LOC111113162	A4QN56
LOC111115633	Q8VCV9
LOC111111321	Q96IW7
